user_id,not-hate,low_3_not_hate_tweets
1061310112013434882,0.9579,"[[0.6545364260673523, 'Says the woman who believes a knee to the neck is the proper way to treat a drug overdose. https://t.co/6gR1PkMz06'], [0.7433894276618958, '@AngryBlackLady https://t.co/Lh72FiA367'], [0.8021513819694519, 'This isn\\u2019t Berlin in 1938.\\n\\nThis is Los Angeles in 2022.\\n\\nIt\\u2019s time to attack the disease of anti-Semitism. And fast. https://t.co/qihSwVWzNi']]"
