user_id,not-hate,low_3_not_hate_tweets
1017500185356853248,0.9457,"[[0.49419307708740234, 'RT @SenateGOP: Secure the\\u00a0border \\u2014 strengthen national security. \\n\\nUnleash American energy \\u2014 lower gas prices. \\n\\nPunish criminals \\u2014 stop ra\\u2026'], [0.665846586227417, 'We\\u2019ve had a crisis at our southern border for 2 years. @POTUS seeing the problem first hand needs to result in real action to secure the border and stop the flow of illegal fentanyl into our country. https://t.co/KwJED9lxup'], [0.6715460419654846, ""This administration's open border policies are a national security risk. SECURE THE BORDER. https://t.co/IOs35onHx1""]]"
