user_id,not-hate,low_3_not_hate_tweets
1074480192,0.9443,"[[0.32521411776542664, 'The Democrats don\\u2019t care about the illegal aliens who are dying when they\\u2019re smuggled across the border.\\n \\nThey continue to let it happen over and over again.\\n \\nIt\\u2019s wrong. https://t.co/nYoJQHxbSV'], [0.465413361787796, 'The El Paso sector of the border is being overrun by illegal aliens \\u2013 from October through December there were 162,603 encounters.\\n\\u00a0\\nPresident Biden has been enabling this crisis for two years \\u2013 and will do anything but fix the problem.\\n\\u00a0\\n#BidenBorderCrisis https://t.co/29F36vOlCU'], [0.5473636984825134, '5.4 million illegal aliens have flooded into our country through the border and the Biden Administration hasn\\u2019t done anything to stop it.\\n \\nAlejandro Mayorkas is the last mile of the human trafficking network \\u2013 which is making the cartels billions of dollars.\\n \\n#BidenBorderCrisis https://t.co/BYKJwVVoWR']]"
