user_id,not-hate,low_3_not_hate_tweets
1075517806551154689,0.9656,"[[0.6582652926445007, 'It\\u2019s the 50th anniversary of #RoeVWade and a reminder that Roe was always the floor, not the ceiling. \\n\\nAbortion is healthcare - and I\\u2019ll never stop fighting and making #GoodTrouble when our fundamental rights are under attack. https://t.co/LsqjpqSK87'], [0.8063835501670837, ""The goal for House Republicans has always been a nationwide abortion ban; they're already committing to banning the use of federal $ to cover the cost of abortions.\\n\\nOverturning Roe wasn't the end for anti-abortion extremists, it was simply the beginning.\\n\\nhttps://t.co/snrJIqba4K""], [0.8434610962867737, ""Abortion coverage bans take away people\\u2019s ability to control their bodies and futures, and to live with dignity. \\n\\nAs a co-sponsor of the EACH Act, I'm ensuring that coverage bans aren't a roadblock because #AbortionIsHealthcare. https://t.co/irR6EComqv""]]"
