user_id,not-hate,low_3_not_hate_tweets
1077121945,0.9585,"[[0.7009662985801697, 'Women in states with abortion bans are nearly three times more likely to die during pregnancy, childbirth or soon after giving birth. Abortion is health care. \\nhttps://t.co/t5ksCYkJEW'], [0.7872979640960693, 'We cannot and will not let that happen. Women, not politicians, should have control over decisions that impact their health, lives, and futures, which includes access to legal abortion.'], [0.7879449725151062, 'Trafficked women and girls are often forced to stay in hotels for weeks on end and have even died on the premises. There needs to be more accountability on the hotel industry to take part in breaking the cycle of trafficking.']]"
