user_id,not-hate,low_3_not_hate_tweets
1037341536592310272,0.9542,"[[0.38257378339767456, '\\ud83d\\udea8Breaking\\ud83d\\udea8\\n\\nAfter 2 years of denying a problem exists, @POTUS finally finds time to make it to our southern border!\\n\\nFACT: 4.5 million illegal crossings under Biden\'s watch.\\n\\nThe ""Too little, too late"" approach to this crisis - and others - has made every American less safe.'], [0.5970409512519836, ""4.5 MILLION \\u27a1\\ufe0f That's how many migrants have been apprehended at our southern border so far under this @POTUS. 30% of whom were expelled under Title 42.\\n\\nSo, why is the Administration trying to eliminate one of the most effective tools at @CBP's disposal?\\nhttps://t.co/DD9f3JBvqx""], [0.6689853072166443, 'RT @HouseGOP: More than 1.2 MILLION illegal immigrants have evaded apprehension at our southern border in the chaos of the #BidenBorderCris\\u2026']]"
