user_id,not-hate,low_3_not_hate_tweets
1058917562,0.9774,"[[0.9130598902702332, 'For decades, Democrats and Republicans agreed that opening the waters of the coast of Washington up to drilling would be shortsighted and wrong.\\n\\nDoing so would threaten our fisheries, shellfish growers, tourism, and jobs in other key sectors of our economy. https://t.co/zSxYpIkLFi'], [0.9151925444602966, 'Last year, I shared my thoughts on January 6 in @thenewstribune. \\ud83e\\uddf5\\u2b07\\ufe0f\\n\\nOn that day, the mob stormed the Capitol at the incitement of a former president not simply seeking to damage a building \\u2014 it sought to upend our very republic. https://t.co/PCxs7sKM0o'], [0.9203483462333679, "".@HouseDemocrats are united and ready to get to work, but we don't yet have a partner on the other side of the aisle.\\n\\nThe sooner House Republicans can get their act together, the sooner my colleagues and I can focus on getting things done for the American people. https://t.co/3PYiW9hEi4""]]"
