user_id,not-hate,low_3_not_hate_tweets
1064595993222615040,0.9712,"[[0.8159932494163513, 'Eight of the ten deadliest mass shootings in recent history involved military-style weapons. They have exactly one purpose: to decimate as many people as possible, as fast as possible. They are weapons of war, and they have no place in our communities. https://t.co/f2rDiYMSIf'], [0.8273496627807617, ""The invasive Spotted Lanternfly is a direct threat to our agricultural community. Without action, it will decimate crops &amp; cause severe damage to our economy.\\n\\nI'm grateful for young leaders like Bobbi who are helping to do their part before it's too late.\\nhttps://t.co/LFv3G3bFX8""], [0.847417950630188, ""Women's healthcare should never be politicized\\u2014period.\\n\\nIt's well-past time we enshrine the right into choose into federal law and restore a woman's fundamental right to bodily autonomy. https://t.co/oH9LE4aEdY""]]"
