user_id,not-hate,low_3_not_hate_tweets
1079061579973439488,0.9646,"[[0.6568372249603271, ""We mourn. We pray. We tweet.\\n\\nIt's a cycle that must be broken. We must act now to get weapons of war off the street, enact background checks on all gun sales, and #EndGunViolence.\\nhttps://t.co/Il1kpe8W8b""], [0.8060219883918762, ""Marriage equality is the law of the land.\\n\\nNow, it's just one signature away from being protected that way. Love always wins. \\ud83c\\udff3\\ufe0f\\u200d\\ud83c\\udf08 https://t.co/MWedAhqwRU""], [0.836420476436615, ""Gas is too expensive in Nevada.\\n\\nBut Big Oil profits are through the roof.\\n\\nWe need to end the price gouging right now. Hardworking Nevadans shouldn't be footing the bill for their CEO bonus checks. I voted to pass legislation to crack down on corporate cronies.""]]"
