user_id,not-hate,low_3_not_hate_tweets
1078771848882593793,0.9833,"[[0.8426763415336609, 'Today on International Holocaust Remembrance Day, #WeRemember the evil impact of Nazism and the millions of lives it stole.\\n\\nWe must always remember our history in its entirety to guide our efforts to abolish anti-semitism, xenophobia, and hate from our world.'], [0.9393430948257446, 'https://t.co/uLLPv7Cyun'], [0.9479565620422363, '\\ud83d\\ude0e https://t.co/DkoD4tqnrv']]"
