user_id,tweet_id,not-hate
1079061579973439488,1606375325289615374,0.9887401461601257
1079061579973439488,1595153450366795776,0.9744909405708313
1079061579973439488,1594821116870238226,0.9870222210884094
1079061579973439488,1592943741257777152,0.9758129119873047
1079061579973439488,1615487711875567616,0.9888827204704285
1079061579973439488,1613348639153262594,0.964443027973175
1079061579973439488,1613224942321139713,0.987291693687439
1079061579973439488,1612474868330823680,0.9610673189163208
1079061579973439488,1611404704453636097,0.9857884049415588
1079061579973439488,1610054929565065219,0.9614104628562927
1079061579973439488,1609737083429478401,0.9389057159423828
1079061579973439488,1609283199233925121,0.9782760739326477
1079061579973439488,1606375319728001024,0.9874681234359741
1079061579973439488,1606375317723127808,0.9811190366744995
1079061579973439488,1603460086613131264,0.9045902490615845
1079061579973439488,1603084017779326976,0.9904369711875916
1079061579973439488,1601231484568096769,0.9874604940414429
1079061579973439488,1600629290948763648,0.8391498327255249
1079061579973439488,1598372418388693014,0.9367296695709229
1079061579973439488,1597386113970495488,0.836420476436615
1079061579973439488,1595957205454446594,0.984649121761322
1079061579973439488,1592937054211825665,0.9417867660522461
1079061579973439488,1586409569277816832,0.9667084813117981
1079061579973439488,1618762808790745089,0.953927755355835
1079061579973439488,1615034832060285000,0.9911303520202637
1079061579973439488,1612270091042754562,0.9836859107017517
1079061579973439488,1611827578662277122,0.9627547264099121
1079061579973439488,1611427795934105600,0.985144853591919
1079061579973439488,1610329543679639552,0.9553058743476868
1079061579973439488,1607872784113467393,0.9872211813926697
1079061579973439488,1604609159407730688,0.9783552885055542
1079061579973439488,1603047148903313408,0.8492522239685059
1079061579973439488,1602048464027877377,0.9839290380477905
1079061579973439488,1601395194632769536,0.991188645362854
1079061579973439488,1601331749094842368,0.9891356229782104
1079061579973439488,1600891891511431168,0.8060219883918762
1079061579973439488,1600172522351333376,0.9882466197013855
1079061579973439488,1598497317967040519,0.9773322939872742
1079061579973439488,1598040438631718912,0.9852676391601562
1079061579973439488,1595835928060514304,0.9690557718276978
1079061579973439488,1591163182864748544,0.99039626121521
1079061579973439488,1591154517974061056,0.9875954389572144
1079061579973439488,1587874965570744320,0.9736499786376953
1079061579973439488,1587552681576476672,0.9829930663108826
1079061579973439488,1587235070397411329,0.9728937149047852
1079061579973439488,1587161546685239296,0.983414351940155
1079061579973439488,1586084116390240258,0.9890525937080383
1079061579973439488,1585802553387675649,0.917753279209137
1079061579973439488,1585731750784802821,0.8828733563423157
1079061579973439488,1622025519620362240,0.9870718121528625
1079061579973439488,1602832793247141890,0.9785547852516174
1079061579973439488,1587500470305628160,0.9901138544082642
1079061579973439488,1619472108492554240,0.9878818988800049
1079061579973439488,1614715686768742400,0.9885496497154236
1079061579973439488,1596546997112262660,0.9792590141296387
1079061579973439488,1585845932729372672,0.9879046082496643
1079061579973439488,1585446739955183617,0.9866423606872559
1079061579973439488,1585375152644452352,0.9780769348144531
1079061579973439488,1618634500669591555,0.6568372249603271
1079061579973439488,1614763058030592000,0.9874021410942078
1079061579973439488,1593704488581439488,0.9738673567771912
1079061579973439488,1613298315990286337,0.9532149434089661
1079061579973439488,1610390376975634433,0.9211437106132507
1079061579973439488,1595957217773092864,0.9838413596153259
1079061579973439488,1619174381791637504,0.9770973920822144
1079061579973439488,1619070669337276416,0.9401329755783081
1079061579973439488,1612584104507199491,0.9875422120094299
1079061579973439488,1606380069580115978,0.981458842754364
1079061579973439488,1606375321782980608,0.9864245653152466
1079061579973439488,1600574713591382047,0.9791495203971863
1079061579973439488,1594368805941256193,0.9824459552764893
1079061579973439488,1586113782337613825,0.9598067998886108
1079061579973439488,1611134089662287878,0.9075011014938354
1079061579973439488,1609960847555661825,0.9776512980461121
1079061579973439488,1609359506563297281,0.9783037304878235
1079061579973439488,1607447309448527872,0.981438398361206
1079061579973439488,1607075483770028032,0.9706045389175415
1079061579973439488,1585483473384443904,0.9706445336341858
1079061579973439488,1601395205789605888,0.9866045117378235
1079061579973439488,1622340636392259584,0.990180492401123
1079061579973439488,1617254576272412674,0.9916154742240906
1079061579973439488,1611863277255917571,0.9866387844085693
1079061579973439488,1616264680598835201,0.9881412982940674
1079061579973439488,1611050808652738560,0.9267580509185791
1079061579973439488,1606134083263770625,0.9851404428482056
1079061579973439488,1600255831429509121,0.9838593602180481
1079061579973439488,1598012728408707072,0.9735984802246094
1079061579973439488,1611517626622115842,0.9829603433609009
1079061579973439488,1600253523932811264,0.9590721726417542
1079061579973439488,1598013440697991169,0.9818496108055115
1079061579973439488,1592611529241001984,0.9893312454223633
1079061579973439488,1620919414135705600,0.9881423115730286
1079061579973439488,1598014870192291842,0.990807831287384
1079061579973439488,1611463575263973377,0.9341927170753479
1079061579973439488,1597668781673058305,0.9884004592895508
1079061579973439488,1593302384717037568,0.9755235314369202
1079061579973439488,1598003080884543488,0.9644637703895569
1079061579973439488,1598450997948567580,0.9802411794662476
1079061579973439488,1606375323674808321,0.9937067627906799
1079061579973439488,1594368803424681985,0.932142436504364
